Signe,,,,,,,Informations,,,,,Validation,,,,,,Traitement vidéo,,,,,,
Domaine,Sous-domaine,Mot,N°ID,N° Signe,Définition,Explication,Date,Nom,Prénom,Origine,Version,Format,Clarté,Total,Remarques,,,Téléchargé,Monté,Miniature,YouTube,Site Web,Lien YouTube,
Informatique,Programmation,Git,920,1,oui,non,08/10/2022,,,Séminaire,MTS,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/vMGUk-ATltE,
Informatique,Réseau,Redirection,921,1,oui,non,08/10/2022,,,Séminaire,MTS,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/aamwVWo0-N8,
Informatique,Logiciels,Github,922,2,oui,non,08/10/2022,,,Séminaire,MTS,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/66blrs7JPeU,
Informatique,Réseau,Veille,923,1,oui,non,08/10/2022,,,Séminaire,MTS,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/PlL4A97JlHU,
Informatique,Matériel Informatique,Linux,924,1,oui,non,08/10/2022,,,Séminaire,MTS,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/ZIuWaBr15Yk,
Informatique,Algorithmique,Développeur,925,1,oui,non,08/10/2022,,,Séminaire,MTS,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/MWLGRBSh4UQ,
Santé,Anatomie,Anatomie,926,1,oui,non,09/10/2022,,,Séminaire,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/xFC7ag66Ukc,
Sciences de la Vie,Génétique,Récessif,927,1,oui,non,09/10/2022,,,Séminaire,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/2c2-WvTJ-6E,
Sciences de la Vie,Génétique,Dominant,928,1,oui,non,09/10/2022,,,Séminaire,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/v5xLH6QWYJE,
Santé,Affections,Rémission,929,1,oui,non,09/10/2022,,,Séminaire,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/X5r49WBTERQ,
Santé,Traitements,Thérapie,930,1,non,oui,09/10/2022,,,Séminaire,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/qrbMqFPuf50,
Physique,Astronomie,Ceinture de Kuiper,931,1,oui,non,09/10/2022,,,Séminaire,mp4,,,,,,,oui,oui,oui,oui,non,https://youtu.be/MN1cWHehUaw,
Physique,Astronomie,Nuage d'Oort,932,1,oui,non,09/10/2022,,,Séminaire,mp4,,,,,,,oui,oui,oui,oui,non,https://youtu.be/2thLbPH_hmM,
Physique,Astronomie,Ceinture d'astéroïdes,933,1,oui,non,09/10/2022,,,Séminaire,mp4,,,,,,,oui,oui,oui,oui,non,https://youtu.be/0ETRK34Ppo0,
Physique,Astronomie,Eratosthène,934,1,oui,non,09/10/2022,,,Séminaire,mov,1,1,2,Erreur d'ortho - Anthony va refaire,,,oui,non,non,non,non,https://youtu.be/TYckX1vSdKE,
Physique,Astronomie,Exoplanète,935,1,oui,non,09/10/2022,,,Séminaire,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/-KGutqrAVww,
Santé,Traitements,Thérapie,936,1,oui,non,09/10/2022,,,Séminaire,,,,,Il y a qu'iun seul signe (une vidéo avec deux définitions),,,oui,oui,oui,oui,,https://youtu.be/F6dUPqZGnX4,
Santé,Traitements,Traitement,937,1,non,oui,09/10/2022,,,Séminaire,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/pJwGUDSRVtY,
Informatique,Programmation,Propriété,938,1,oui,non,09/10/2022,,,Séminaire,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/jzXTKbWxNM4,
Informatique,Réseau,Metaverse,939,1,oui,non,09/10/2022,,,Séminaire,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/RUbW8Ffi3Og,
Informatique,Réseau,Wordpress,940,1,oui,non,09/10/2022,,,Séminaire,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/cJA6SJqwodk,
Environnement,Climatologie,El Niño,941,1,non,oui,02/02/2025,,,Séminaire,mp4,1,1,2,,,,Oui,oui,oui,oui,,https://youtu.be/oyG-9tTXLJU,
Informatique,Programmation,Cherry pick,942,1,oui,non,09/10/2022,,,Séminaire,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/TEm8sCE7gX8,
Informatique,Programmation,Commit,943,1,oui,non,09/10/2022,,,Séminaire,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/A8JM6DyTYI8,
Informatique,Programmation,Merge,944,1,non,non,09/10/2022,,,Séminaire,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/Bsf94Gcinmc,
Informatique,Programmation,Rebase,945,1,non,non,09/10/2022,,,Séminaire,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/UGKFg32T6SA,
Informatique,Logiciels,Oracle,946,1,oui,non,09/10/2022,,,Séminaire,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/gA8hvwQuodU,
Informatique,Logiciels,Infrastructrure,947,1,oui,non,09/10/2022,,,Séminaire,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/vFE57ugUBlQ,
Informatique,Logiciels,Terminal,948,1,oui,non,09/10/2022,,,Séminaire,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/R-4afIlOvEw,
Informatique,Programmation,Entité,949,1,oui,non,09/10/2022,,,Séminaire,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/WG6vE2t3ETM,
Informatique,Programmation,View,950,1,oui,non,09/10/2022,,,Séminaire,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/3Ctlwq4EsPE,
Informatique,Réseau,Cookie,951,1,oui,non,09/10/2022,,,Séminaire,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/k-0KrU_GYFg,
Informatique,Cybersécurité,Chiffrement,952,1,oui,non,09/10/2022,,,Séminaire,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/BhVi5EGLTyQ,
Informatique,Programmation,Attribut,953,1,oui,non,09/10/2022,,,Séminaire,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/Gi6U7Rh6s_o,
Informatique,Programmation,Argument,954,1,oui,non,09/10/2022,,,Séminaire,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/ap5i96E7B8A,
Sciences de la Vie,Cellulaire,Cytosquelette,955,1,non,oui,09/10/2022,,,Séminaire,mp4,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/SRKKzgH7534,
Sciences de la Vie,Biochimie,Catabolisme,956,1,non,oui,09/10/2022,,,Séminaire,mp4,,,,https://drive.google.com/file/d/1vkjYaY6qh52IclrSDe17g0vPTxW3Janj/view?usp=share_link,,,oui,oui,oui,oui,non,https://youtu.be/gTB1yCKH7Mc,
Sciences de la Vie,Biochimie,Anabolisme,957,1,non,oui,09/10/2022,,,Séminaire,mp4,,,,https://drive.google.com/file/d/1FvbvwTmolesD9xMlIx0aaIpr1rVc1v9h/view?usp=share_link,,,oui,oui,oui,oui,non,https://youtu.be/oul96SJhWh8,
Sciences de la Vie,Cellulaire,Hémoglobine,958,3,non,oui,09/10/2022,,,Séminaire,mp4,,,,https://drive.google.com/file/d/1Kp9eRyyU0UsrL9me7IQR1s_a7NFlkRV-/view?usp=share_link,,,oui,oui,oui,oui,non,https://youtu.be/PApSCmpI5Co,
Sciences de la Vie,Biochimie,Enzyme,959,2,non,oui,09/10/2022,,,Séminaire,mp4,,,,https://drive.google.com/file/d/1ZeBH2jLvoeTQyRri1NWDM_D_H6B1Dg7l/view?usp=share_link,,,oui,oui,oui,oui,non,https://youtu.be/nHxYXrScK80,
Physique,Electronique,Impédance,960,1,oui,oui,09/10/2022,,,Séminaire,MTS,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/OpryKSKU-tw,
Physique,Electronique,Inductance,961,1,oui,non,09/10/2022,,,Séminaire,MTS,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/o9QpQ0dkxn0,
Physique,Electronique,Capacitance,962,1,oui,non,09/10/2022,,,Séminaire,MTS,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/cPvi5EtylZU,
Physique,Electronique,Résistance,963,1,oui,non,09/10/2022,,,Séminaire,MTS,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/oOLGTVUfTw8,
Physique,Electronique,Résistivité,964,1,oui,oui,09/10/2022,,,Séminaire,MTS,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/wqWoroC7Mbo,
Physique,Electronique,Transitor,965,1,oui,oui,09/10/2022,,,Séminaire,MTS,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/ZMffP4ZabxA,
Physique,Electronique,Diode,966,1,non,oui,09/10/2022,,,Séminaire,MTS,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/FHjDAPzQyfU,
Physique,Electronique,LED,967,1,non,oui,09/10/2022,,,Séminaire,MTS,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/giQdVqFY0WY,
Physique,Classique,Cause,968,1,non,oui,09/10/2022,,,Séminaire,MTS,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/HhGkqSpPJcs,
Physique,Classique,Effet,969,1,non,oui,09/10/2022,,,Séminaire,MTS,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/riupC7tkVGw,
Physique,Classique,Ajustement,970,1,non,oui,09/10/2022,,,Séminaire,MTS,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/1yyUcnrC3tI,
Physique,Astronomie,Nébuleuse planétaire,971,1,oui,non,09/10/2022,,,Séminaire,mp4,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/WssDD6l98y8,
Environnement,Climatologie,Changement climatique,972,1,oui,non,09/10/2022,,,Séminaire,mp4,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/T1EmNYfPZws,
Environnement,Climatologie,Réchauffement climatique,973,1,oui,non,09/10/2022,,,Séminaire,mp4,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/WqeSunnbQeQ,
Environnement,Climatologie,Permafrost,974,1,oui,non,09/10/2022,,,Séminaire,mp4,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/wv65AI6TvKY,
Environnement,Climatologie,Effet de serre,975,1,oui,non,09/10/2022,,,Séminaire,mp4,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/JRYEK7XQe1w,
Environnement,Climatologie,Méthane,976,1,non,oui,09/10/2022,,,Séminaire,mp4,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/Ha2mxDxKKgo,
Environnement,Climatologie,Méthane,977,2,oui,non,09/10/2022,,,Séminaire,mp4,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/AC7C8xOI47A,
Environnement,Ingénierie Environnementale,Sobriété énergétique,978,1,oui,non,09/10/2022,,,Séminaire,mp4,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/TBOlAlyV4xY,
Santé,Anatomie,Neurones,979,1,non ,oui,16/10/2022,,,Groupe de travail,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/OGcQfGrSdSo,
Santé,Anatomie,Axone,980,1,non ,oui,16/10/2022,,,Groupe de travail,mp4,1,1,2,Erreur de miniature,,,oui,oui,non,oui,oui,https://youtu.be/u2I8npOmYRs,
Santé,Anatomie,Dendrite,981,1,non ,oui,16/10/2022,,,Groupe de travail,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/Io6_QxwlBiw,
Santé,Anatomie,Synapse,982,1,non ,oui ,16/10/2022,,,Groupe de travail,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/7InrW6iANN8,
Santé,Anatomie,Potentiel d'action,983,1,non ,oui,16/10/2022,,,Groupe de travail,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/wT5loxpDah8,
Santé,Anatomie,Gaine de myéline,984,1,non ,oui,16/10/2022,,,Groupe de travail,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/HI0iNd_dLfs,
Santé,Anatomie,Conduction saltatoire,985,1,non,oui,16/10/2022,,,Groupe de travail,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/i3tU5f1x9qA,
Santé,Anatomie,Cortex,986,1,non,non,16/10/2022,,,Groupe de travail,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/q17xHWXuKYQ,
Santé,Anatomie,Substance blanche,987,1,non,non,16/10/2022,,,Groupe de travail,mp4,1,1,2,Utilisation du signe seulement,,,non,oui,oui,oui,oui,https://youtu.be/oW2FKxnH1Yo,
Santé,Anatomie,Hypothalamus,988,1,non,non,16/10/2022,,,Groupe de travail,mp4,1,1,2,Utilisation du signe seulement,,,oui,oui,oui,oui,oui,https://youtu.be/ify71yEJIFM,
Santé,Anatomie,Hypophyse,989,1,non,non,16/10/2022,,,Groupe de travail,mp4,1,1,2,Utilisation du signe seulement,,,oui,oui,oui,oui,oui,https://youtu.be/Jn1Yf2MwDng,
Santé,Anatomie,Hippocampe,990,1,non,non,16/10/2022,,,Groupe de travail,mp4,1,1,2,Utilisation du signe seulement,,,non,oui,oui,oui,oui,https://youtu.be/Sr4s-hVtH1M,
Santé,Anatomie,Message électrochimique,991,1,non ,non ,16/10/2022,,,Groupe de travail,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/cbQ9Y8sCWIA,
Santé,Anatomie,Neurotransmetteur,992,2,non ,non ,16/10/2022,,,Groupe de travail,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/XZVve0cF1_4,
Santé,Anatomie,Recapture du neurotransmetteur,993,1,non ,non ,16/10/2022,,,Groupe de travail,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/TK6IW0FY45w,
Santé,Anatomie,Récepteur post-synaptique,994,1,non ,non ,16/10/2022,,,Groupe de travail,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/AXuxjZwMOvM,
Santé,Anatomie,Récepteur pré-synaptique,995,1,non ,non ,16/10/2022,,,Groupe de travail,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/ACsBMEfEdvY,
Santé,Anatomie,Inversion de polarité,996,1,non,non ,16/10/2022,,,Groupe de travail,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/6mSaIDLVGB4,
Santé,Anatomie,Agoniste,997,1,non ,non ,16/10/2022,,,Groupe de travail,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/vAzaOzrB_d8,
Santé,Anatomie,Antagoniste,998,1,non ,non ,16/10/2022,,,Groupe de travail,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/asO_Yqkv9Hk,
Santé,Anatomie,Intégration neuronale,999,1,non ,oui,16/10/2022,,,Groupe de travail,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/ZnfkdOGoRoU,
Santé,Anatomie,Cognitif,1000,1,non ,non,16/10/2022,,,Groupe de travail,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/ULamuceXfug,
Santé,Anatomie,Biais cognitif,1001,1,non ,non ,16/10/2022,,,Groupe de travail,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/cS1G8t9U_Ws,
Santé,Anatomie,Trouble cognitif,1002,1,non ,non ,16/10/2022,,,Groupe de travail,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/AZ88U1kTaJM,
Environnement,Biodiversité,Classification,1003,1,non ,non ,22/02/2023,,,Groupe de travail,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/R6uYMvMOAbY,
Environnement,Biodiversité,Arbre phylogénétique,1004,1,non,non ,22/02/2023,,,Groupe de travail,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/-OItmNXRzt4,
Environnement,Biodiversité,Buisson du vivant,1005,2,non,non ,22/02/2023,,,Groupe de travail,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/VtTvRdL8JgE,
Environnement,Biodiversité,LUCA,1006,1,non ,non ,22/02/2023,,,Groupe de travail,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/Epc4-00dCdc,
Environnement,Biodiversité,Archées,1007,1,non,non,22/02/2023,,,Groupe de travail,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/MXJxwLXirNU,
Environnement,Biodiversité,Clade (Groupe monophylétique),1008,1,non,non,22/02/2023,,,Groupe de travail,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/F2lQoFsZPtU,
Environnement,Biodiversité,Groupe paraphylétique,1009,1,non,non,22/02/2023,,,Groupe de travail,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/ZxvSkSSiim0,
Environnement,Biodiversité,Groupe polyphylétique,1010,1,non,non,22/02/2023,,,Groupe de travail,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/oSkVfezeYFg,
Environnement,Biodiversité,Caractère (Attribut),1011,1,non,non,22/02/2023,,,Groupe de travail,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/shktAP6yldE,
Environnement,Biodiversité,Caractère ancestral,1012,1,non,non,22/02/2023,,,Groupe de travail,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/oQFJCV1bvJg,
Environnement,Biodiversité,Caractère dérivé,1013,1,non,non,22/02/2023,,,Groupe de travail,mp4,1,1,2,,,,oui,oui,oui,oui,oui,https://youtu.be/70VkM662ixk,
Environnement,Biodiversité,Convergence évolutive,1014,1,non ,non ,22/02/2023,,,Groupe de travail,mp4,1,1,2,, ,,oui,oui,oui,oui,oui,https://youtu.be/dBndmLkxRiM,
Mathématiques,Algèbre,Matrice bistochastique,1015,1,non,oui,18/03/2023,,,Séminaire,mp4,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/GTJrt6ZKRT8,
Physique,Thermodynamique,Condensation liquide ,1016,2,non,oui,18/03/2023,,,Séminaire,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/MnFfTAiACq4,
Environnement,Géologie,Roche magmatique (ou ignée),1017,2,non,oui,18/03/2023,,,Séminaire,MTS,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/eK77yRF3-4M,
Environnement,Géologie,Roche volcanique,1018,1,non,oui,18/03/2023,,,Séminaire,MTS,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/X_xMSAVlO4k,
Environnement,Géologie,Roche plutonique,1019,1,non,oui,18/03/2023,,,Séminaire,MTS,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/xwK4XthgfdQ,
Environnement,Géologie,Roche métamorphique,1020,2,non,oui,18/03/2023,,,Séminaire,MTS,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/Ze2H2Rh6j-s,
Environnement,Géologie,Magma,1021,1,non,oui,18/03/2023,,,Séminaire,MTS,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/PykaHRotdaE,
Environnement,Géologie,Manteau terrestre,1022,1,non,oui,18/03/2023,,,Séminaire,MTS,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/ZCZUH1FgsgE,
Environnement,Géologie,Croûte océanique,1023,1,non,oui,18/03/2023,,,Séminaire,MTS,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/AQadolJgCDc,
Environnement,Géologie,Croûte continentale,1024,1,non,oui,18/03/2023,,,Séminaire,MTS,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/2mUi49e4dIk,
Environnement,Ingénierie Environnementale,Passoire thermique,1025,1,non,oui,18/03/2023,,,Séminaire,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/zOtKFKVHW5U,
Chimie,Générale,Corps,1026,1,non,oui,18/03/2023,,,Séminaire,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/jEVpNTItUus,
Technologie,Aéronautique,JUNO,1027,1,non,oui,18/03/2023,,,Séminaire,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/eG7Imsa5GM8,
Technologie,Mécanique  ,IRM,1028,1,non,oui,18/03/2023,,,Séminaire,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/QU5SeGK-H34,
Technologie,Mécanique  ,Scanner,1029,1,non,oui,18/03/2023,,,Séminaire,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/BIt7-Ow_XFQ,
Santé,Affections,Psychose,1030,1,non,oui,18/03/2023,,,Séminaire,mov,1,1,2,Refait,,,oui,oui,oui,oui,non,https://youtu.be/86tg92CfIy4,
Santé,Affections,Psychose,1031,2,non,oui,18/03/2023,,,Séminaire,mov,1,1,2,Refait,,,oui,oui,oui,oui,non,https://youtu.be/shM6BsGfzYo,
Informatique,Robotique,Chatbot,1032,1,non,oui,18/03/2023,,,Séminaire,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/oY0VSRfp_Lw,
Informatique,Programmation,Arborescence,1033,1,non,oui,18/03/2023,,,Séminaire,mp4,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/O35ej_AUbjM,
Informatique,Robotique,Signbot,1034,1,non,oui,18/03/2023,,,Séminaire,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/Vag93iJIftc,
Informatique,Programmation,Notification,1035,1,non,oui,18/03/2023,,,Séminaire,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/VZ-bwqD8jSs,
Informatique,Programmation,Pop-up,1036,1,non,oui,18/03/2023,,,Séminaire,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/1nDvDF9bjNk,
Informatique,Programmation,Héritage,1037,1,non ,oui,18/03/2023,,,Séminaire,MTS,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/X9cbx7x2oMY,
Physique,Astronomie,Pollution lumineuse,1038,1,non,oui,18/03/2023,,,Séminaire,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/9-3tWBoZaTs,
Technologie,Aéronautique,JUICE,1039,1,non,oui,18/03/2023,,,Séminaire,mov,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/sxMY7hj4J-U,
Environnement,Géologie,Cristal xénomorphe,1040,1,non,oui,18/03/2023,,,Séminaire,MTS,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/eABoIHfWqFE,
Environnement,Géologie,Cristal automorphe,1041,1,oui,oui,18/03/2023,,,Séminaire,MTS,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/efu1DOhvPHo,
Santé,Affections,Prosopagnosie,1042,1,non,oui,18/03/2023,,,Séminaire,mp4,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/tIUG57feqmM,
Informatique,Logiciels,Teams,1043,1,non ,oui,18/03/2023,,,Séminaire,MTS,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/1pnyYu18yuQ,
Informatique,Logiciels,CISCO,1044,1,non,oui,18/03/2023,,,Séminaire,MTS,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/3pGYzg75FoQ,
Santé,Anatomie,Aorte ,1045,1,non,oui,18/03/2023,,,Séminaire,MTS,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/cXKb1DqtOk0,
Santé,Traitements,Stomatologie,1046,1,non,oui,18/03/2023,,,Séminaire,MTS,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/fcxF78pKyo4,
Santé,Affections,Bruxisme,1047,1,non,oui,18/03/2023,,,Séminaire,MTS,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/QjaLWuP5AA0,
Mathématiques,Arithmétique,Supérieur à,1048,1,non,oui,18/03/2023,,,Séminaire,mp4,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/xR_TX6tLut4,
Mathématiques,Arithmétique,Strictement supérieur à,1049,1,non,oui,18/03/2023,,,Séminaire,mp4,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/7tJdgK0qQlw,
Mathématiques,Arithmétique,Inférieur à,1050,1,non,oui,18/03/2023,,,Séminaire,mp4,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/D7DBMujsZ7A,
Mathématiques,Arithmétique,Strictement inférieur à,1051,1,non,oui,18/03/2023,,,Séminaire,mp4,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/5nQioaDqiwI,
Mathématiques,Algèbre,Matrice stochastique,1052,1,non,oui,18/03/2023,,,Séminaire,mp4,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/8wJogs9IBhs,
Mathématiques,Algèbre,Trace,1053,1,non,oui,18/03/2023,,,Séminaire,mp4,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/kiv3Opt3keo,
Informatique,Cybersécurité,Spam,1054,1,non,oui,18/03/2023,,,Séminaire,MTS,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/S2C2dVQhDNk,
Informatique,Logiciels,Photoshop,1055,1,non,oui,18/03/2023,,,Séminaire,MTS,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/GEpV9QkfGZI,
Mathématiques,Arithmétique,Egalité,1056,1,non,oui,18/03/2023,,,Séminaire,mp4,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/7-_9bWSHc58,
Informatique,Logiciels,Zoom,1057,1,non,oui,18/03/2023,,,Séminaire,MTS,1,1,2,vidéo introuvable ,,,oui,oui,oui,oui,non,,
Mathématiques,Arithmétique,Inégalité,1058,1,non,oui,18/03/2023,,,Séminaire,mp4,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/tr9FbB7WJFA,
Santé,Anatomie,Ganglion lymphatique,1059,1,non,oui,18/03/2023,,,Séminaire,MTS,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/jyuayxXIo5Q,
Informatique,Réseau,Serveur,1060,1,non,oui,18/03/2023,,,Séminaire,MTS,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/XCayTBA9zLM,
Environnement,Géologie,Schistosité,1061,1,non,oui,18/03/2023,,,Séminaire,MTS,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/dLohCWd2e8I,
Environnement,Géologie,Schiste,1062,1,non,oui,18/03/2023,,,Séminaire,MTS,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/XqM8TGDuKrI,
Environnement,Géologie,Strate,1063,1,non,oui,18/03/2023,,,Séminaire,MTS,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/qoYfijNsG84,
Environnement,Géologie,Couches stratigraphiques,1064,1,non ,oui,18/03/2023,,,Séminaire,MTS,1,1,2,,,,oui,oui,oui,oui,non,https://youtu.be/Qpo9rTuzCTw,
Environnement,Géologie,Gaz de schiste,1065,1,non,non,19/03/2023,,,Séminaire,mp4,1,1,2,Vidéo refaite,,,oui,oui,oui,oui,non,https://youtu.be/VSlEzd_Rd9c,
Sciences de la Vie,Cellulaire,Granulocyte,1066,,non,oui,24/05/2023,,,Groupe de travail,mp4,1,1,2,,,,oui,oui,oui,oui,,https://youtu.be/hFgqpJW-lOw,
Sciences de la Vie,Cellulaire,Granulocyte basophile,1067,,non,oui,24/05/2023,,,Groupe de travail,mp4,1,1,2,,,,oui,oui,oui,oui,,https://youtu.be/WctxGvQVb6o,
Sciences de la Vie,Cellulaire,Granulocyte neutrophile,1068,,non,oui,24/05/2023,,,Groupe de travail,mp4,1,1,2,,,,oui,oui,oui,oui,,https://youtu.be/7do_GdIfmFs,
